Sample,Permutation,Spectral,shannon_entropy
2.848232729,2.139206536,2.753198992,0.990106603
2.814125598,2.100406684,2.580021354,0.999999708
2.823841859,1.939548748,2.378650078,0.996016496
2.810290349,2.209099722,3.029224727,0.98848268
2.823956233,1.981826363,2.623400801,0.995559207
2.89704225,1.935024272,2.593033285,0.991451544
2.762216571,1.990639201,2.943254778,0.999912481
2.82245307,1.953962489,2.155080868,0.998360679
2.852737596,2.187136423,3.156400184,0.997362265
2.823452251,1.912544069,2.596962155,0.99910813
2.787281915,1.985141411,2.870924476,0.99103513
2.73169729,1.939335288,2.102684337,0.999873584
2.727872766,2.18713412,3.147310365,0.999496584
2.791889736,2.040057879,2.626307099,0.967699538
2.806846165,2.037187061,2.97271144,0.99675996
2.457634435,1.916688649,2.391824903,0.999531955
2.665294738,1.787253403,2.400333128,0.990202999
2.826785037,1.940882745,3.11454606,0.999991342
2.762621711,1.760768042,3.074895229,0.996242143
2.81965855,1.869252212,2.417582835,0.999603924
2.676086731,2.040873745,2.332056819,0.999951894
2.799825374,1.843070638,1.903099812,0.99951812
2.821894695,2.162190391,2.35493431,0.999655833
2.847644643,1.907495933,2.122783219,0.999181175
2.736455405,2.181158313,3.139570754,0.990540889
2.85335284,1.940311204,2.634968681,0.999893053
2.749540807,2.059561827,2.365508823,0.997385844
2.770893827,1.918801242,2.982779448,0.999778129
2.842830228,2.031877346,2.604208042,0.999562076
2.806238353,2.091142497,2.707098129,0.994378075
2.651456752,1.982132538,3.20776723,0.984793443
2.737732038,1.914469835,2.475792604,0.998396546
2.786853041,2.015661171,2.954647292,0.991489469
2.835741675,1.950792637,2.940209574,0.999886812
2.758638779,1.831272387,2.811220837,0.994914133
2.732875751,2.044773401,3.207328128,0.983564145
2.734111696,2.025635199,2.812858357,0.997081575
2.702145061,1.875266857,2.487735647,0.992047202
2.859099798,1.946077864,3.720514131,0.9998893
2.804852662,1.966156503,2.882473795,0.98622093
2.838260157,2.065187743,2.753459075,0.999863209
2.750916096,1.880994488,3.365727984,0.996258277
2.694153156,1.933499526,2.984390094,0.998447916
2.785413244,1.917828924,2.714309158,0.995072071
2.861074163,2.116988524,2.992113394,0.999894127
2.758652022,1.953152274,2.213398416,0.998660008
2.801458537,1.921994779,2.35415641,0.99998381
2.835475127,2.06176192,3.549593064,0.998974589
2.775139218,1.88371774,2.32557747,0.998942054
2.85477199,2.022730892,3.158254581,0.999678123
2.737337445,1.985119241,2.685816899,0.998796741
2.885695438,1.933860048,2.481982831,0.999413597
2.830930382,1.944087802,2.592558586,0.999529997
2.762959302,1.883624375,2.496971941,0.99998791
2.849294595,2.216945277,2.496765011,0.999635622
2.790930909,1.918105292,2.217942033,0.995388895
2.820386942,1.843653748,2.117492298,0.971116766
2.87340692,2.110655989,2.686042559,0.999708291
2.814327962,2.034420414,3.152856062,0.99990838
2.797248129,1.821577803,3.356373691,0.99979827
2.764898801,1.952501596,2.584893985,0.999994883
2.869776427,2.090322346,3.61799812,0.998037912
2.876234436,2.156336415,3.095916626,0.99770767
2.787297092,1.833188749,2.741130886,0.997458725
2.807317197,1.873524499,2.562630688,0.993823019
2.800855874,1.927380398,2.585318552,0.999922106
2.853063033,2.07511513,2.235301233,0.999765633
2.839729513,2.173980077,2.798193664,0.966122248
2.642907269,1.981170253,2.834011899,0.99772342
2.615065633,1.939228753,2.012966951,0.999166843
2.856378328,2.195773734,2.813919579,0.999466081
2.684238923,2.038192811,1.884668998,0.9853151
2.745127191,1.970557206,2.616323138,0.994873505
2.860049352,1.921173756,2.320942265,0.999972139
2.854175741,2.222412285,2.772912595,0.995140085
2.832677089,2.095639144,2.871646246,0.997577725
2.800554522,1.916883233,2.225467438,0.997845343
2.828515475,2.131647787,2.874548641,0.998352827
2.674881669,2.138835394,2.890765281,0.998940534
2.760420648,2.066010244,2.861496314,0.999065886
2.85615367,2.055829923,2.693743019,0.997789418
2.759465605,1.992641651,2.438732106,0.999746575
2.897314662,1.906599106,2.206476374,0.99913473
2.809507833,1.855051524,1.910147702,0.981400289
2.762917285,2.09098796,3.033440872,0.999692141
2.807136782,2.001467677,2.125002231,0.999999072
2.793472893,2.046383667,2.962489288,0.989519268
2.867912392,1.998791136,2.374107623,0.997733349
2.813324818,2.18350444,2.554476601,0.999524111
2.756845659,1.991022768,3.293401601,0.999857647
2.841182726,2.033430126,3.125548055,0.99999941
2.779277956,1.983787904,2.503188635,0.996825221
2.433607793,1.944464677,2.511344259,0.992202484
2.253915638,2.083560773,1.940553844,0.999600126
2.801605254,1.902447019,2.027084469,0.997898881
2.785231484,2.016794672,2.970139524,0.999920357
2.742075763,1.799850513,3.420387064,0.999971254
2.849977301,1.977807057,3.676861477,0.999554216
2.322324579,2.012094202,2.450754388,0.999685329
2.826464174,2.07614689,2.482519617,0.998572644
2.633035668,1.972489092,2.595982558,0.991625008
2.770448776,1.953123868,2.823159607,0.998784978
2.737487131,1.961345003,2.642067476,0.999982648
2.855077539,1.993170753,2.601349242,0.999078575
2.577059257,1.843308691,2.230373949,0.99043888
2.511126395,1.956680756,3.172647866,0.982706562
2.861110842,2.15333894,3.066875014,0.999713829
2.820461219,1.90536054,2.373525244,0.9992431
2.707746377,1.873187494,3.206555372,0.97146892
2.747122229,1.885164603,2.499083936,0.99986052
2.822495738,1.830085777,2.963410934,0.998645085
2.812318233,1.887030301,2.378207447,0.999999896
2.782153991,2.063330701,2.99049897,0.999830104
2.795698343,1.981386533,2.454740706,0.99976087
2.756500214,2.221789457,3.223128861,0.997012604
2.817662035,2.007065954,2.742094712,0.999539773
2.866342406,2.084699519,3.365311571,0.998977826
2.854620244,1.925144176,2.332162498,0.998495484
2.816781857,1.915361932,2.816118972,0.998223743
2.888337954,2.094376358,2.032397978,0.999581179
2.82501288,1.977653572,2.954590608,0.999903989
2.733604924,1.968982025,2.633748947,0.999192714
2.702444343,1.973035931,2.381302314,0.998676498
2.848492821,2.101292085,3.09458305,0.999996723
2.774454046,2.099850288,2.552586464,0.999945208
2.644994612,2.021983093,2.86533892,0.980379929
2.795765498,1.957856531,2.707341875,0.974671434
2.823130851,2.019197252,2.69153532,0.999291873
2.694380338,1.923644869,2.539184064,0.999830329
2.78255866,1.84179659,2.905306164,0.994606608
2.657569374,1.795399777,2.701921854,0.993551318
2.434485403,1.901289027,3.032252418,0.981118208
2.667506318,1.894559147,1.962960917,0.991389178
2.809980437,1.943906954,2.706667669,0.998370397
2.806634889,2.072199567,2.790054748,0.996597625
2.826534394,2.121427603,2.799834897,0.999994976
2.666076109,1.911114468,2.460263886,0.99910003
2.782617848,2.041195748,2.554150706,0.999999688
2.798064624,2.16372264,2.411503351,0.999815041
2.800823224,2.027576332,2.465882367,0.999840615
2.561160417,1.942862041,2.816285354,0.994563542
2.743378567,1.933856861,2.087139065,0.999389489
2.797147092,1.951420984,2.424904963,0.992408755
2.761039547,1.919390648,2.911986502,0.997555683
2.52936299,1.889414218,2.736311167,0.977416766
2.809336521,1.936144564,2.439296645,0.994816086
2.62406369,1.913425572,2.797640643,0.999219643
2.675668631,2.023666758,3.572574983,0.996809608
2.867737492,1.931566842,2.252944361,0.998994632
2.821551037,1.970529672,2.498968901,0.999710262
2.708551627,2.226432054,3.431890194,0.986542241
2.799140322,2.169138888,2.885165966,0.999811858
2.789863069,1.976898461,3.219137192,0.977789468
2.6659222,2.137917881,2.609567103,0.994805197
2.810838791,2.069051129,2.824330307,0.998601359
2.862917799,2.00489467,2.429982804,0.999074975
2.761819446,2.007701784,2.889857719,0.999966213
2.735329763,2.034848975,2.192149635,0.997556467
2.887120201,2.172569263,2.497685532,0.998982816
2.800415177,2.039153389,3.183982109,0.99904755
2.788369325,1.810255158,2.064368576,0.997502661
2.774618873,2.011848399,2.206338849,0.994818104
2.748404518,1.928803765,2.578547137,0.99999637
2.88403043,1.912670095,1.898045874,0.998268078
2.764255111,1.91923939,2.883488662,0.996054274
2.714277432,1.697367945,2.362474679,0.994575156
2.8457488,2.051714569,2.72594263,0.999583231
2.777797167,1.918886615,2.201864262,0.998016105
2.809194681,2.088618771,2.586770983,0.999880072
2.757120898,1.917159446,3.147646251,0.999825027
2.844138122,1.924550907,2.434875753,0.999949532
2.583971052,2.010842866,3.07415312,0.995436838
2.873526093,1.939593625,2.502962159,0.999561467
2.793838833,2.00332239,2.957314348,0.999030688
2.726004283,1.959207965,2.409450515,0.999479825
2.864383717,2.0552144,3.227323573,0.996628598
2.801503147,2.137552409,3.056437376,0.999860096
2.868434926,2.087368382,2.999699931,0.999839569
2.727455495,2.131936232,2.249721208,0.997021854
2.427055341,2.04566727,2.029888022,0.98963268
2.7869806,1.963974159,2.567888918,0.999724349
2.725872617,1.847736245,3.081547477,0.999739365
2.822242961,2.098398958,2.398221378,0.999925687
2.842550328,1.966538486,2.493696061,0.999983
2.75360498,1.987728507,3.412634148,0.967752204
2.763171525,2.226087019,3.377367077,0.999759443
2.796705212,1.865843513,3.056875815,0.999961906
2.814761146,1.878565768,2.3274197,0.999622666
2.842241382,2.012737642,2.938910814,0.999939364
2.856575485,2.017448192,2.204456099,0.998214617
2.867606924,2.113187903,3.731689152,0.996938547
2.614523995,1.927235801,2.889863032,0.987746473
2.868801466,2.115989026,3.193517135,0.999871037
2.500429471,1.998591952,3.285304533,0.99999937
2.75859875,2.103135074,3.068546499,0.999998826
2.75401713,2.029863717,2.60188273,0.999725825
2.863223509,1.978602677,2.816888406,0.998145975
2.795872644,2.068001722,2.996233124,0.99794749
2.750272388,1.976049367,2.40066772,0.999990971
2.821442066,1.849676103,1.965495317,0.994247396
2.8655925,1.951903927,2.33117978,0.999385915
2.411369384,1.94655507,2.498163492,0.990377632
2.887963498,2.012161234,2.405743084,0.999636862
2.759456569,1.969466193,2.870055614,0.998388412
2.854488396,1.906577338,2.435272852,0.99953861
2.853684766,1.998746307,2.825691022,0.999779944
2.567347905,1.926968674,2.40208525,0.99903977
2.728874635,2.014942517,2.732645694,0.950826422
2.834461269,2.106725913,2.473150494,0.998888528
2.738882521,1.792608332,2.568494375,0.997715635
2.844039118,1.912605053,2.397263503,0.999999697
2.774488294,1.897871351,3.217140605,0.942519464
2.859563142,2.21522113,2.836742382,0.999969677
2.813673292,1.934507693,2.324398292,0.993364169
2.859954089,1.914547242,2.107216117,0.999346191
2.759145152,2.11010764,3.24781833,0.999725826
2.76759371,1.858878178,2.581981806,0.996169552
2.8114126,1.969762487,2.476811246,0.999999096
2.74213734,2.05695482,2.526534366,0.999950046
2.828060808,1.916848292,2.001851928,0.99999981
2.863519953,2.034376042,2.679372383,0.995390837
2.821070692,1.915825572,3.190704428,0.999956486
2.799592999,2.079777546,2.759388205,0.999929665
2.585892977,1.868842773,3.31302624,0.999514034
2.817835098,2.135936791,3.257197393,0.999944961
2.822916427,2.089888355,2.333367218,0.99998855
2.871464682,1.965201169,1.948201859,0.999310586
2.834486595,2.0897983,2.851285028,0.997735307
2.873056235,1.916490953,2.198264997,0.999997228
2.816507558,1.866843978,2.360436227,0.999461233
2.698003871,2.138361373,2.929365717,0.999708853
2.62441707,2.051660575,3.437330701,0.993285405
2.889736636,1.911098087,2.612504515,0.994840669
2.899930556,2.069221033,2.889676689,0.999272263
2.78055572,1.861256093,2.056161745,0.997346387
2.761657018,1.9664288,2.41714076,0.998493332
2.865211062,1.908735131,2.359793778,0.993537708
2.752891307,2.070351034,2.625644801,0.999328418
2.741984293,1.999723801,2.9004576,0.998859649
2.688939081,1.791490623,3.024017624,0.999904009
2.820860232,1.86989027,2.184378789,0.999442658
2.86001038,2.011319457,3.043701571,0.999991584
2.790705564,1.90584391,3.576205391,0.999589351
2.478543487,2.0065469,2.823484582,0.999519551
2.804820825,1.836386302,1.838768866,0.998602075
2.77737694,2.211564629,3.431495565,0.996298273
2.608104081,2.018814404,2.956609704,0.994909234
2.850780927,1.863453059,3.229387992,0.999815569
2.721297839,1.929501115,2.583574039,0.998419353
2.821652968,1.979922378,2.238751302,0.999995497
2.882688764,2.111014231,2.455892797,0.999982789
2.493922273,1.868327296,3.044960569,0.993908819
2.825687249,2.003545424,2.803922031,0.99839421
2.838977116,2.172634901,3.187561871,0.99997396
2.832723762,2.06312152,2.729133919,0.99975079
2.742259617,1.846261095,2.543854939,0.999798553
2.810704347,2.076909928,2.427719526,0.999912416
2.686214538,1.921023852,3.014488728,0.999516675
2.401292941,1.963816127,2.235312022,0.999996724
2.63427211,1.941419344,2.468695519,0.999788434
2.70414244,1.827119576,3.4467368,0.997317412
2.816992735,1.779971081,1.733444004,0.994238532
2.841127159,2.000060859,3.143719975,0.999279244
2.832988604,1.971661255,2.570033214,0.999851854
2.745555468,1.880114598,2.390903249,0.999998735
2.858375255,1.967926829,3.08063281,0.999997849
2.845429673,2.040316905,2.674349863,0.999929107
2.686219577,2.091548673,2.652567772,0.999975368
2.768269637,1.991642716,2.28936304,0.996603121
2.905606455,2.028884006,2.627900448,0.999853862
2.731881003,1.95423119,2.19836641,0.994792077
2.862624205,1.954069469,3.057402575,0.999837975
2.764373161,1.922225459,2.928870193,0.998970005
2.779121883,1.999564326,2.934597267,0.999955168
2.773795012,2.066222848,2.935362501,0.999973038
2.579891289,1.951817118,3.130459265,0.986327567
2.667711311,2.022105247,3.146915499,0.999997024
2.79703762,2.048592847,2.98346398,0.999202125
2.758411266,1.978306701,2.685134776,0.997034705
2.686349203,1.926964133,2.775604762,0.997590512
2.790892985,1.863219941,2.147446305,0.999921098
2.826598177,2.064189387,2.55155058,0.999999805
2.773986625,2.029213857,2.27231167,0.99999185
2.814748412,2.073802977,2.632160075,0.999913572
2.829874577,1.975001821,2.807394308,0.985699709
2.495085226,1.868598255,3.194994948,0.984848072
2.707053534,2.15253245,3.236499047,0.999786151
2.830286741,2.110227122,3.009715084,0.997514146
2.795443193,1.988497984,2.524846779,0.999999189
2.764508481,1.89283432,2.501020155,0.994492952
2.71588415,1.957394928,2.877674665,0.998279711
2.807321621,1.923837659,2.327656227,0.997893256
2.713683922,1.85188064,2.552927262,0.979726698
2.779285023,1.964632586,2.339999198,0.999847973
2.816550292,1.988918435,2.48174689,0.998931925
2.830513424,2.132569419,2.750160779,0.998514608
2.734876157,2.00499007,3.104026894,0.999999388
2.767769863,1.827294329,3.414474982,0.999624752
2.773013964,1.947575829,2.289985414,0.996306269
2.61968851,1.878568755,3.129911323,0.976024942
2.839532386,2.152860017,2.91648286,0.997111749
2.846227023,2.132711274,3.310083114,0.999999361
2.812420497,2.016316016,2.548432972,0.999735873
2.851493711,2.096472401,2.72963322,0.996543463
2.807763476,2.136723076,2.630583683,0.99926448
2.824773936,1.993178425,3.00226852,0.999973263
2.726085562,1.930719618,2.452213606,0.996128987
2.822139366,1.954721659,2.291022404,0.998394444
2.718727006,1.874945674,2.596402494,0.994919879
2.796051038,1.908572697,2.51489564,0.979321552
2.87403907,2.120647301,2.78924508,0.99952672
2.794729618,1.934753819,2.12921678,0.999953248
2.808400052,2.146315791,3.458258503,0.999823985
2.665982005,1.966910917,3.083450069,0.999364813
2.405121193,2.049728641,2.88630735,0.984080218
2.719085391,1.838277363,2.519037115,0.99917148
2.745525762,2.050107766,2.174709888,0.999998807
2.738536736,1.864557395,2.323111873,0.997208613
2.737827542,2.004279417,2.656700893,0.998072842
2.796891572,1.927323533,2.402797076,0.940607691
2.851799912,1.913761961,1.939611857,0.996275861
2.705021811,2.019477929,2.798552983,0.998112248
2.852777939,2.146722403,2.318985875,0.999669619
2.511045563,1.938371455,3.118972702,0.985582911
2.785907071,2.021374073,2.376008414,0.99976206
2.755418694,2.086863365,2.352996997,0.978195853
2.50501808,1.961350843,2.676926642,0.999654553
2.878884282,1.970652803,2.41444718,0.999996089
2.756151286,1.926084632,2.369648967,0.999572765
2.754178922,2.02341988,2.433961479,0.994300078
2.633377894,2.093791414,2.237156219,0.999323763
2.58230031,1.92986257,2.727662434,0.993472889
2.829032995,1.959697839,2.568470748,0.999751623
2.782033208,1.863806828,2.900235622,0.9926518
2.787123969,1.914055081,2.713545375,0.999751659
2.796838724,2.09311369,2.707223515,0.995728438
2.864925832,2.01603791,2.488059491,0.998857122
2.827819521,2.100463085,2.73937692,0.998670605
2.744507079,1.943594044,2.371044584,0.999325125
2.810956127,1.958967151,2.392512519,0.997653923
2.856322242,1.992822977,2.656876171,0.999719275
2.555415934,1.942657493,2.491007161,0.996608759
2.65055812,2.051929281,3.024428942,0.999369207
2.840786958,1.983620292,2.319799199,0.999806966
2.674960005,1.895068862,2.275666345,0.994233949
2.822087092,1.962590789,2.689070091,0.999990807
2.794298474,2.011203704,2.602212083,0.985562004
2.84262987,1.92760785,3.801719132,0.99991201
2.701852978,1.945954672,2.286408803,0.987283352
2.737092929,1.96916461,2.579983642,0.999951395
2.621613992,1.941996756,2.948563427,0.978083781
2.8799099,1.893502079,2.345640452,0.99993387
2.717014087,1.873583128,3.386804887,0.999488508
2.77549606,1.930814437,2.894073886,0.999930737
2.841148405,2.0726974,3.921261451,0.999641064
2.466481043,1.920218378,2.737541194,0.999989885
2.663086123,1.873314043,2.884094347,0.986197089
2.705275729,2.037727522,2.473933874,0.995208669
2.859714308,1.944682004,2.509108058,0.996345352
2.845152655,1.994915449,3.29529695,0.999803235
2.855717109,1.98957952,2.82756879,0.999886342
2.716687902,1.922727274,2.514299381,0.996349104
2.831536559,1.889531108,2.607950947,0.994772931
2.828430915,1.902548239,2.164655176,0.984922951
2.857099101,2.004644781,3.768353514,0.999700014
2.880984531,1.951288887,2.082331296,0.999959817
2.781286033,1.982326999,2.150024446,0.999736313
2.708315765,1.749165651,2.57012734,0.998168982
2.778946177,2.040195476,2.411154031,0.999688901
2.444945046,1.949518442,2.741163922,0.988264379
2.50889746,1.941411928,3.012499918,0.993288569
2.780117419,2.088888686,2.721980675,0.999999023
2.703149374,1.773770436,2.60289167,0.999974309
2.863578784,2.00601029,2.445251698,0.999396758
2.748674463,2.042397711,2.842409625,0.965692205
2.833223683,1.957574041,2.486971065,0.998389924
2.736048663,2.035429853,3.818357052,0.998433349
2.801720255,2.054152185,2.785406949,0.999896164
2.757197233,2.132960542,2.441487191,0.991708857
2.885033337,1.991089115,2.260276595,0.998516966
2.7728262,1.997473191,2.803827204,0.998730645
2.715709984,2.066373776,3.095006454,0.999713788
2.73596039,2.062793207,3.091288352,0.999946188
2.799081087,1.968918605,2.428832043,0.998244595
2.577011819,1.850518804,2.704322336,0.994126023
2.66603468,1.974607832,2.542645007,0.999245978
2.723480613,1.935322079,2.284991485,0.99201632
2.816376176,2.074242666,2.745506314,0.999999237
2.821040257,1.987672025,2.937958276,0.999582593
2.781294653,2.064562351,2.536599833,0.992322154
2.787328685,1.881263308,2.808560418,0.999997445
2.865392219,2.22287741,2.921764471,0.999686701
2.832792154,2.084140139,2.491304113,0.99981691
2.839704707,2.101341497,2.664445141,0.99913884
2.846883639,2.023166826,3.193008813,0.999401956
2.85976226,2.008374471,3.586307063,0.999849245
2.764684393,1.94783946,3.219779595,0.999719988
2.466927672,1.859544216,2.507073915,0.994259155
2.772375101,1.96568888,2.683139045,0.999095156
2.720537889,2.070795005,2.61698525,0.999416985
2.819832279,1.838764221,2.145679372,0.995697066
2.587648373,1.995511645,2.723610982,0.997861322
2.875132093,1.942317378,2.506108686,0.994336193
2.809213677,2.111308586,2.410678706,0.999781486
2.860053682,1.974606963,1.966379272,0.999961647
2.741373227,1.871681493,2.549299666,0.999979136
2.862513336,2.036048284,3.040189244,0.99516301
2.795971678,1.908257105,2.56682898,0.990996466
2.716748512,1.999372701,2.101831252,0.991508008
2.85701707,2.064239056,3.368248965,0.998452009
2.791799505,1.977218774,2.429416016,0.999664704
2.761372378,2.070739742,2.347688606,0.994518251
2.674245242,2.017255005,2.869685228,0.999649857
2.843862771,1.920199353,2.536210203,0.999438865
2.756536555,1.891639845,2.599423536,0.999264115
2.841732355,1.98500944,2.590377881,0.999259496
2.852649971,1.974775035,2.942225255,0.999465156
2.789263938,1.779752339,3.360835775,0.999553527
2.848070123,1.993556986,2.734997519,0.990922596
2.757432888,2.047339098,3.379382054,0.996613688
2.833077117,2.058630889,3.237699258,0.99818389
2.625114723,2.091826774,2.535032724,0.999195768
2.665786966,1.859486055,2.4860073,0.992317979
2.786704139,1.958315052,3.091307431,0.99785419
2.846791594,2.063354307,3.169031978,0.994469542
2.864698911,1.930255358,2.512596755,0.994301318
2.833836768,2.181224732,3.053292888,0.999291205
2.864471707,1.9690698,2.573457878,0.999996513
2.795376059,1.945637374,2.308925478,0.998500073
2.841696052,1.939375547,2.684046436,0.960097949
2.825654743,1.979026506,2.958401555,0.962272992
2.860389839,2.164829972,2.757193611,0.999997918
2.79874706,2.012844101,2.694318037,0.998660443
2.703203474,1.911887343,2.469255827,0.992479112
2.682864394,2.279679205,4.124988913,0.995279862
2.767771989,1.996976574,2.839928328,0.996486694
2.851326612,2.006143462,3.121797076,0.999603856
2.641810331,1.790780777,3.069386146,0.983457552
2.786192284,1.993539522,2.397671899,0.999489187
2.830599454,1.943433716,2.376164088,0.999006217
2.877160762,1.956131529,2.057912794,0.999834175
2.848746724,1.918715735,3.260325503,0.999861975
2.759796708,1.914288279,2.542901128,0.999918821
2.819811801,2.034694492,2.619536781,0.998374154
2.788688738,1.883785801,3.414828304,0.99999407
2.875303218,2.039769774,2.785608096,0.996959078
2.795209336,2.063375072,3.31892524,0.989438136
2.871685055,2.002978489,3.162348067,0.999949976
2.826925849,2.056582039,3.07510597,0.999999595
2.677926898,1.832153936,3.114942351,0.999616488
2.697391629,1.74708384,3.222507333,0.983500929
2.711447754,1.847647257,2.115118367,0.995501734
2.876108509,1.846784264,2.06216671,0.994561896
2.828107265,2.115276486,2.949529941,0.999484709
2.682714017,1.90734102,2.897737495,0.998214446
2.788857479,1.903337538,2.433898756,0.999099912
2.584278686,1.899723631,2.315886674,0.999866186
2.827459635,2.087724634,2.916351578,0.99707657
2.814201321,2.153275528,3.479421136,0.999980227
2.846081495,1.970995219,3.480307063,0.999589141
2.782117632,1.965033359,3.295295947,0.947035299
2.786779671,2.077862402,2.888325662,0.999985246
2.877803089,1.97378829,2.463876696,0.999616694
2.69823958,1.944404452,2.398526975,0.99691353
2.817003264,1.911920152,2.870338731,0.999968428
2.758224118,2.096600805,2.540099495,0.982056338
2.823740668,2.081325761,2.68607945,0.999846273
2.854676235,2.130422678,2.406855687,0.998892485
2.565247664,1.965769192,2.873025854,0.995715585
2.749217257,1.937602464,2.894197719,0.999584972
2.830887999,2.068366246,2.931335308,0.999201887
2.721478492,1.833589722,2.513183852,0.999099937
2.84973957,2.029744907,2.963894307,0.988204148
2.781101019,1.898173324,2.362656437,0.999964981
2.778241511,1.810528181,3.501456852,0.999996709
2.871083018,1.914296974,2.4587161,0.999465816
2.691425083,1.925198902,2.218881149,0.999901408
2.82130651,2.040676208,3.207194729,0.999635097
2.751097998,1.91093194,1.9933754,0.993359664
2.641886119,1.959830787,2.270187003,0.999940454
2.425538612,1.886580005,2.69315676,0.999274057
2.864951941,1.934520803,2.494896994,0.999872186
2.762956279,1.800211099,2.190722505,0.99978629
2.735612084,2.092687299,2.669251262,0.965048264
2.850574021,2.016159374,3.568350128,0.999957572
2.867481407,1.802173757,2.652211784,0.997883403
2.490281087,1.958121874,2.803707053,0.99976612
2.795777368,2.068493416,3.42544475,0.999927812
2.717884049,1.94223444,3.126577878,0.99994991
2.770940445,1.860384223,2.778089728,0.991028871
2.531236628,1.951564077,3.325801367,0.997916438
2.896900196,2.014468058,2.801642056,0.999763655
2.832145695,2.05870897,2.822439212,0.998840483
