,default,student,balance,income
63,No,No,1480.655309,36866.15707
64,No,No,989.055597,45344.251319999996
65,No,No,1302.341835,33695.426230000005
66,No,No,1044.552343,54696.76598
67,No,No,0.0,43658.227719999995
68,No,No,866.0284364,38363.421630000004
69,No,No,690.8007924,48140.47134
70,No,No,597.757142,31577.615130000002
71,No,No,429.48540230000003,51311.2181
72,No,No,1398.156201,39644.942189999994
73,No,Yes,1578.064099,19886.49395
74,No,No,857.0690530999999,26655.68897
75,No,Yes,752.459946,16211.27579
76,No,Yes,774.738427,15193.73314
77,No,No,728.3732512999999,45131.71826
78,No,No,76.99129053,28392.09341
79,No,No,196.4569131,41346.785910000006
80,No,Yes,948.7479184,14297.61905
81,No,No,431.9208853,39369.88156
82,No,No,461.63818219999996,46221.211489999994
83,No,No,572.0157602,33046.31296
84,No,No,335.56814469999995,51258.44423
85,No,No,510.2375932,60397.71865
86,No,Yes,1005.1613060000001,24038.65204
87,No,Yes,162.4544511,13241.752059999999
88,No,No,932.5331557,50537.46565
89,No,Yes,893.3304676000001,11905.68179
90,No,No,1332.782564,44495.16276
91,No,No,1404.383069,35043.10603
92,No,Yes,1148.9651390000001,16578.19212
93,No,No,368.22342569999995,57596.82584
94,No,No,449.46662879999997,45950.66672
95,No,No,820.0171126,51584.65732
96,No,Yes,619.7518686000001,15750.622080000001
97,No,No,1047.718124,46416.970989999994
98,No,No,243.84132830000001,47193.88813
99,No,No,186.5003869,45430.55027
100,No,No,1422.0184880000002,38224.03152
101,No,No,383.798659,61425.28639
102,No,No,1159.4350960000002,45802.10494
103,No,No,882.9919126,17181.73797
104,No,No,1463.232892,65457.85419
105,No,Yes,1722.3558460000002,19311.42294
106,No,Yes,773.9218613,14558.91214
107,No,No,958.1694185,32816.2848
108,No,No,1207.5327300000001,68037.57513
109,No,No,1056.61083,30546.60103
110,No,No,117.64248390000002,46550.26727
111,No,No,596.9641192,58088.36045
112,No,No,0.0,47729.62576
113,No,Yes,541.6627553,16335.703440000001
114,No,No,1119.178303,45020.01912
115,No,Yes,810.3209365,20498.66581
116,No,No,271.5514377,32850.12014
117,No,No,1114.403237,47714.022110000005
118,No,No,867.0308280999999,33540.979980000004
119,No,Yes,1176.7894019999999,17632.7121
120,No,No,610.2278187000001,42465.362960000006
121,No,No,272.61566170000003,55449.338639999994
122,No,No,449.7350858,49643.426439999996
123,No,Yes,827.7672094,10673.52623
124,No,No,430.0000994,33925.2196
125,No,No,0.0,31825.76497
126,No,Yes,1557.344637,18404.59419
127,No,No,928.2369662999998,33722.15894
128,No,No,1373.450163,49101.79821
129,No,Yes,951.0729074999999,18601.53324
130,No,Yes,1292.210869,23065.850980000003
131,No,No,582.1887007,24760.79573
132,No,Yes,339.42463829999997,19307.98029
133,No,No,409.9823246,44641.09012
134,No,No,1216.4515099999999,53639.84683
135,No,No,598.4613921,44124.268110000005
136,Yes,Yes,1486.998122,17854.39703
137,No,No,943.7963387,59976.83987
138,No,No,0.0,49525.74502
139,No,Yes,996.2760867999999,20883.24077
140,No,Yes,748.3013404,11248.67075
141,No,No,324.73792180000004,15411.518569999998
142,No,Yes,575.3821585,16005.68132
143,No,No,441.73828489999994,36012.2359
144,No,No,1188.64218,39526.56127
145,No,No,95.14768019,51371.19991
146,No,No,1015.614837,43218.79438
147,No,No,1258.567393,44931.67492
148,No,Yes,1178.244414,7750.289220999999
149,No,No,731.5326562999999,43956.06008
150,No,No,350.08879210000003,44455.19952
151,No,No,418.84834539999997,36901.78333
152,No,No,533.2294651999999,39393.542480000004
153,No,No,95.29697413,32359.389030000002
154,No,Yes,1453.005932,15933.00211
155,No,No,352.64441400000004,39404.74437
156,No,Yes,736.2389355,14107.99397
157,No,No,1306.484572,41224.62502
158,No,No,1149.1456269999999,45194.79466
159,No,No,703.2268907,57679.27914
160,No,Yes,1360.8004349999999,18864.30849
161,No,No,31.44508054,53287.3503
162,No,No,988.2144581,48570.36346
163,No,No,360.0190736,23927.546609999998
164,No,No,647.4835286,33226.277539999995
165,No,Yes,0.0,9816.789438
166,No,No,445.2418192,31974.62451
167,No,Yes,878.5420644999999,17496.74148
168,No,Yes,335.8341186,21759.87027
169,No,No,666.6088814,30438.46883
170,No,No,813.8766469999999,40737.459780000005
171,No,No,836.3000716,54607.178739999996
172,No,No,967.4826837000002,33055.11027
173,Yes,Yes,2205.799521,14271.49225
174,No,Yes,1258.185219,11672.222
175,No,No,1239.801699,40107.172210000004
176,No,Yes,0.0,13760.29846
177,No,Yes,927.8877322999999,22473.37961
178,No,Yes,1390.030783,21299.09923
179,No,No,410.4977048,53471.21363
180,No,No,73.07654218,30681.73754
181,No,No,790.5977592,45303.103310000006
182,No,No,789.495097,32579.900210000003
183,No,No,791.3604220999999,46319.23612
184,No,No,479.042379,37255.88033
185,No,No,888.6132726,28899.79175
186,No,No,1284.3863609999999,42831.95462
187,No,Yes,712.2763513,23341.950230000002
188,No,Yes,1290.620169,18408.04908
189,No,No,126.3626854,44280.929789999995
190,No,No,779.3762577,61158.88511
191,No,No,697.4909575,49476.7596
192,No,No,606.9746135,43610.033019999995
193,No,Yes,1802.903334,21411.42395
194,No,No,900.0853325999999,41276.56319
195,No,No,966.280288,33440.9793
196,No,No,671.0613596,35689.11187
197,No,No,171.559116,23505.992769999997
198,No,No,1482.4803,45260.6116
199,No,No,640.6627517000001,46464.565930000004
200,No,Yes,706.1610275,18078.35179
201,Yes,Yes,1774.694223,20359.50609
202,No,No,916.4993168999999,25768.40745
203,No,No,1271.270812,36053.50295
204,No,No,110.5729098,47339.10875
205,No,No,1747.258882,37819.28909
206,Yes,No,1889.59919,48956.17159
207,No,No,27.20139465,21051.84013
208,No,No,746.2297751,35159.850230000004
209,Yes,Yes,1899.390626,20655.2
210,No,Yes,813.9945655,20391.52895
211,No,No,499.45781510000006,38899.16046
212,No,No,853.1613317,36272.45178
213,No,No,474.72731910000005,32064.335110000004
214,No,No,1235.876113,35838.77702
215,No,No,620.6751526,44213.7701
216,No,No,220.02856980000004,37880.02965
217,No,Yes,1304.914299,18074.075419999997
218,No,Yes,1608.15256,22358.0467
219,No,No,256.4712276,37657.05592
220,No,Yes,1153.604998,19224.97523
221,No,No,771.8958745,31170.085280000003
222,No,Yes,1099.6304220000002,17064.042830000002
223,No,No,782.8830297000001,40357.13343
224,No,No,444.2649062,35924.338789999994
225,No,No,504.02837869999996,24780.96124
226,No,No,1762.503402,42124.66007
227,No,Yes,850.0961166000001,18618.98791
228,No,No,1412.2387210000002,40785.05977
229,No,No,715.4968296,47482.56538
230,No,No,1363.528599,55713.04161
231,No,No,493.2418898,42495.20308
232,No,No,1354.7525369999998,33375.131689999995
233,No,Yes,571.293911,15416.26935
234,No,No,956.1513522,44086.70773
235,No,No,964.820253,34390.74604
236,No,No,552.634366,50513.16424
237,No,No,338.26620160000004,37767.23986
238,No,No,709.1233513999999,44041.63009
239,No,No,978.9782004000001,57839.05372999999
240,No,No,371.0101278,15702.707080000002
241,Yes,Yes,1572.856481,14930.17833
242,No,No,0.0,40150.21798
243,Yes,No,1964.476872,39054.58914
244,No,No,548.0377834,33605.64947
245,No,No,1257.055222,34045.008819999995
246,No,No,1189.918057,38016.8939
247,No,No,687.683759,39373.57975
248,No,No,845.6989658,39899.51268
249,No,Yes,957.6848338,19676.34565
250,No,No,233.5168463,43326.10538
251,No,Yes,1126.948744,14298.26457
252,No,Yes,488.85517649999997,15159.49485
253,No,No,767.9035597999999,44323.57966
254,No,No,561.9257991000001,31388.50565
255,No,Yes,1092.270013,17454.60184
256,No,No,71.78868299999999,31965.744710000003
257,No,Yes,1839.1436820000001,13625.397930000001
258,No,Yes,876.0007778999999,22474.574090000002
259,No,No,554.1078115,30357.025980000002
260,No,No,891.3178981000001,43945.04165
261,No,No,464.83633310000005,27324.89969
262,No,Yes,563.5426611,24082.03934
263,Yes,No,1530.353157,30003.81715
264,No,No,990.5670262,41690.25262
265,No,No,590.3997865,42769.20388
266,No,Yes,715.1641096,21153.51101
267,No,No,1540.377727,41852.07844
268,No,No,1243.326518,41639.68038
269,No,Yes,235.3284999,20909.70475
270,No,No,528.2543231999999,49394.340769999995
271,No,No,592.2538956000001,30731.2016
272,No,No,705.204972,42683.18724
273,No,No,456.51564400000007,48195.775839999995
274,No,Yes,470.71757469999994,18052.105
275,No,Yes,1503.0751300000002,10600.413540000001
276,No,No,1362.965595,44217.91604
277,No,No,908.7715737,45032.845989999994
278,No,Yes,1096.8202720000002,16148.06001
279,No,No,369.22194249999995,47835.09105
280,No,No,673.399899,50256.29021
281,No,No,1038.500008,51173.14138
282,No,No,0.0,28762.92378
283,No,No,527.1940866,32431.118260000003
284,No,No,817.4693368,32974.42735
285,No,Yes,1549.0427550000002,19702.29321
286,No,Yes,566.7137893999999,11853.95317
287,No,No,1496.0564650000001,24935.91874
288,No,No,862.6566564,42844.834
289,No,No,1259.149418,31263.64108
290,No,No,1025.038833,43510.04964
291,No,Yes,703.2777871000001,14793.742680000001
292,No,Yes,1082.391497,15175.36121
293,No,No,910.4490235,44054.91642
294,No,Yes,996.5438622000001,16995.6604
295,No,No,353.77822599999996,58514.31808
296,No,Yes,782.7108275,13300.29747
297,No,No,1716.5954179999999,51056.86829
298,No,Yes,502.8986384,15153.96576
299,No,No,1033.468469,59203.96766
300,No,No,0.0,34925.365410000006
301,No,Yes,1087.083499,19263.76958
302,No,No,1047.244249,43899.75925
303,No,No,1056.927353,38367.86795
304,No,Yes,979.2244245999999,26010.8878
305,No,Yes,847.8187062999999,15978.633630000002
306,No,No,781.7712847999999,50958.79051
307,No,Yes,402.48888680000005,15904.055919999999
308,No,No,204.7401817,17534.29054
309,No,Yes,2022.674643,18336.743169999998
310,No,No,748.9370637999999,44186.61776
311,No,No,838.2756877999999,35917.49061
312,No,No,386.0160493,44694.030960000004
313,No,No,812.3992965,49623.10098
314,No,Yes,1809.926564,6985.135945
315,No,No,0.0,30360.548939999997
316,No,Yes,1328.183804,24688.473719999998
317,No,Yes,1464.936049,26716.68637
318,No,No,1200.5651380000002,39718.69266
319,No,No,989.6864199999999,27856.577060000003
320,No,No,870.7345799000001,35539.27022
321,No,Yes,1200.8473900000001,19849.83141
322,No,Yes,1428.832047,23204.68146
323,No,No,0.0,33951.28873
324,No,Yes,359.4588665,21783.269490000002
325,No,No,265.6839498,40862.754010000004
326,No,No,1027.770532,44406.836910000005
327,No,No,729.0474335,35042.133
328,No,No,1042.80492,25867.147719999997
329,No,No,230.23058790000002,37875.614819999995
330,No,No,367.4660122,30611.272269999998
331,No,Yes,737.7053539,20863.79967
332,No,No,18.26128536,30349.46042
333,No,No,1257.760209,30834.77137
334,No,No,455.5215132,40907.39835
335,No,No,56.96756035,35458.48156
336,No,Yes,723.9319853,12213.03714
337,No,No,612.3831577000001,41379.767810000005
338,No,Yes,1220.177606,15308.127069999999
339,No,No,1222.347692,32363.37105
340,No,No,1165.491138,47684.21945
341,Yes,No,1642.819997,46856.94704
342,No,No,944.17356,56088.6838
343,No,No,749.6080039,41423.94117
344,No,No,370.37518680000005,31231.00784
345,Yes,No,1991.64912,42133.37318
346,No,No,773.9152266,44562.33812
347,No,Yes,817.2498113,20480.88706
348,No,No,1060.71622,50260.46437
349,Yes,No,1550.449264,56273.51361
350,No,Yes,454.46696219999995,15092.43931
351,No,Yes,1256.239325,17784.55894
352,No,No,1484.395393,36731.30869
353,No,Yes,1050.477328,12661.61163
354,No,No,986.4006188999999,45430.47221
355,No,No,717.3419269999999,44266.37654
356,No,No,692.1432227000001,47038.090319999996
357,Yes,No,1328.892725,34710.06237
358,No,No,673.4681911,32930.06936
359,No,No,218.63929700000003,48991.39538
360,No,No,1218.166966,43954.27749
361,No,Yes,13.51680255,19322.54503
362,No,Yes,531.4786999,21726.55897
363,No,No,165.5381517,33436.45574
364,No,Yes,1351.8497220000002,25890.50399
365,No,No,107.28208300000001,54143.96275
366,No,No,947.1935714,35604.11719
367,No,Yes,434.5602592,14812.64524
368,No,No,1020.0672400000001,37458.87925
369,No,No,662.3053179999999,31597.89762
370,No,Yes,754.4206128999999,20767.68302
371,No,No,289.4895757,44412.8951
372,No,No,198.0384092,36270.93812
373,No,Yes,516.0604917,16615.02196
374,No,No,697.563809,41755.39815
375,No,Yes,502.3247835,16947.42293
376,No,Yes,1459.687083,15575.419230000001
377,No,No,716.9987227000001,34418.26022
378,No,Yes,1037.9727050000001,18324.03006
379,No,No,673.0161172,29735.9616
380,No,No,371.9217847,41099.77244
381,No,No,89.13495796,55604.607529999994
382,No,No,1273.280181,40895.28277
383,No,No,600.723303,18680.51677
384,No,No,905.0381646,40711.7989
385,No,No,1061.441562,54437.01032
386,No,No,1672.639248,46334.78776
387,No,Yes,883.7026456,19750.093999999997
388,No,No,373.78033,53936.24178
389,No,No,1287.795187,52382.6647
390,No,No,1229.742571,48739.92739
391,No,Yes,510.61384699999996,22457.05175
392,No,No,775.6301687000001,27205.857389999997
393,No,No,1152.982887,50206.57693
394,No,Yes,1303.6625900000001,7986.000336
395,No,No,1675.278852,28244.50348
396,No,No,398.277733,30001.795060000004
397,No,Yes,739.9017594,25023.87386
398,No,No,226.41769649999998,32018.713630000002
399,No,No,1217.321712,25173.619609999998
400,No,No,639.8205582,29902.001989999997
401,No,Yes,883.1669768999999,12717.49223
402,No,No,2.287610953,38186.52427
403,No,No,419.6373477,55967.99317
404,No,Yes,1544.14025,11102.534740000001
405,No,No,1101.015018,32153.01359
406,Yes,No,1700.5999129999998,30488.98341
407,No,No,311.8245869,48301.05966
408,No,No,442.8302223,55074.130829999995
409,No,No,728.8149601,17909.58107
410,No,No,278.8779025,37188.66837
411,No,No,758.7023275,36625.98955
412,No,No,620.3396794,22803.74103
413,No,Yes,1890.167411,18402.46488
414,No,No,0.0,28951.4519
415,No,Yes,1329.198842,23184.01555
416,No,No,1075.8637720000002,44128.628260000005
417,No,No,618.5275092,54956.99054
418,No,No,1111.086576,27466.89368
419,No,No,864.0397435000001,45881.930210000006
420,No,No,895.2298096000001,48512.45564
421,No,Yes,954.0304337000001,21908.527159999998
422,No,No,947.6349326999999,46813.51631
423,No,No,267.30372769999997,23117.928669999998
424,No,Yes,1366.805783,23913.2088
425,No,No,624.7318835,38325.173760000005
426,No,No,13.67938267,25221.63767
427,No,No,785.8664857000001,44778.01578
428,No,Yes,1353.093846,18933.49619
429,No,No,480.32126389999996,25553.26285
430,No,No,0.0,29507.31325
431,No,Yes,1221.971243,17916.85609
432,No,Yes,1184.936523,25108.756709999998
433,No,Yes,478.5720556,27512.3449
434,No,No,221.6904619,34786.10135
435,No,No,578.3876217000001,41054.138660000004
436,No,Yes,1361.4584320000001,19576.957130000003
437,No,Yes,977.8480956000001,19731.96099
438,No,No,1184.425245,36887.43997
439,Yes,Yes,1118.701039,21848.4429
440,Yes,No,1119.097245,37224.56781
441,No,No,776.3499793,31329.48485
442,No,No,1322.297091,51792.402369999996
443,No,No,878.0264576,27438.58512
444,No,No,1268.379515,16921.18088
445,No,No,0.0,32611.373069999998
446,No,No,0.0,37262.574089999995
447,No,Yes,366.78695730000004,25833.0631
448,No,No,747.5610364,39898.769089999994
449,No,No,1787.2851440000002,37499.09355
450,No,Yes,1929.4469800000002,14995.49217
451,No,No,987.142891,27961.319610000002
452,No,Yes,856.3573684,20758.21469
453,No,No,1101.149707,18153.84432
454,No,No,704.18452,31515.98168
455,No,No,555.6234367000001,40837.73164
456,No,No,1073.498261,44764.11055
457,No,No,1126.223023,32842.652369999996
458,No,Yes,649.7733186,15708.296380000002
459,No,No,977.6576210000001,43743.49673
460,No,No,1049.889964,42637.511060000004
461,No,Yes,1383.566333,15764.34588
462,No,Yes,1095.46574,14065.16757
463,No,No,1089.371791,30224.59613
464,No,No,605.2209683,21792.321519999998
465,No,No,1033.885399,49262.04533
466,No,No,1604.720554,38186.985069999995
467,No,No,826.3270259,24679.71504
468,No,Yes,1176.146823,16670.680790000002
469,No,Yes,1275.023199,19937.09803
470,No,Yes,1290.28314,23538.94414
471,No,No,1133.474199,51414.49596
472,No,No,837.4125669,37400.49288
473,No,Yes,379.0821667,18280.36703
474,No,Yes,1134.166278,12453.36359
475,No,No,0.0,39120.08479
476,No,No,1491.1748029999999,59394.38307999999
477,No,Yes,1695.359586,9582.941897
478,No,No,705.5733276000001,54589.239870000005
479,No,No,239.1933663,33743.22655
480,No,Yes,1183.7106410000001,12428.61451
481,No,No,898.7618389,38267.08158
482,No,Yes,1524.2904,11719.59348
483,No,No,777.0237374,35115.01855
484,No,No,1394.795819,26074.93436
485,No,Yes,0.0,20476.15572
486,No,No,62.57157516,47946.76709
487,Yes,No,1981.451815,28127.89547
488,No,No,514.0540348000001,50053.26193
489,No,No,722.7880389999999,53714.18607
490,No,No,152.8663042,33716.86406
491,No,No,293.1847729,35390.2876
492,No,No,0.0,38613.6205
493,No,Yes,645.3668572,17878.36431
494,No,Yes,1515.152833,26046.772080000002
495,No,Yes,767.4395055,18846.48922
496,No,Yes,491.8797471,21715.2263
497,No,No,0.0,41389.43527
498,No,No,0.0,34589.48806
499,No,No,509.1551641,40132.659210000005
500,No,Yes,965.5873700999999,16440.0997
501,No,Yes,1868.5400719999998,20489.59811
502,No,No,403.4972058,41803.77816
503,No,No,593.1436251,37670.93502
504,No,No,0.0,44547.86555
505,No,No,742.2900159,39367.19331
506,No,Yes,1110.100457,13013.61057
507,No,No,771.5512953,49440.401289999994
508,No,No,624.3388915,42492.75307
509,No,Yes,499.95722980000005,22884.952569999998
510,No,No,1088.63752,60650.03612999999
511,No,No,1556.491928,49669.66887
512,No,Yes,797.0843357000001,23558.683080000003
513,No,No,415.9925026,38215.67804
514,No,Yes,538.2326812000001,26833.039630000003
515,No,Yes,1181.934702,21086.08201
516,No,Yes,836.0206886,9271.789923999999
517,No,No,104.44321509999999,46928.005489999996
518,No,No,564.2094786,53196.62302
519,No,Yes,804.5394022,25091.460769999998
520,No,No,1028.95364,21218.303519999998
521,No,No,748.7465837,8983.856902
522,No,No,66.63208073,28735.974110000003
523,No,No,452.8022289,48034.23771
524,No,Yes,798.4605101,27724.06575
525,No,Yes,1941.9029280000002,23467.126969999998
526,No,No,1446.1010119999999,22996.4323
527,No,No,761.0640983,61580.03412999999
528,No,No,1350.172728,43147.45558
529,No,No,380.9502006,36943.36199
530,No,Yes,1602.849607,15906.4668
531,No,No,147.6101155,37588.56261
532,No,No,0.0,36283.08013
533,No,Yes,733.0725123999999,18818.167380000003
534,No,Yes,1082.7479759999999,26096.337030000002
535,No,No,779.6573003,40804.4757
536,No,No,994.1587122000001,65254.0758
537,No,No,769.1813741000001,50070.78155
538,No,Yes,684.0985191000001,4985.169113
539,No,No,442.5633017,27898.465389999998
540,Yes,No,1717.071593,38408.89092
541,No,No,0.0,36302.528439999995
542,No,No,1092.345865,44717.01258
543,No,No,497.3349541,35146.79877
544,No,Yes,1149.6806550000001,16907.70074
545,Yes,No,1465.210164,58699.9832
546,No,No,565.3176042,41789.611000000004
547,No,Yes,922.1378904999999,12224.18517
548,No,Yes,175.5993806,11510.05787
549,No,No,1024.946819,49675.56042
550,No,No,596.8854322999999,54091.62476
551,No,No,750.4104842,53084.90748
552,No,Yes,790.8700274,14183.97003
553,No,No,112.32787250000001,42386.04856
554,No,Yes,738.3944872999999,16093.28455
555,No,No,1157.8555609999999,54419.80857000001
556,No,No,1213.2431490000001,45149.516319999995
557,No,No,1339.626204,41656.002889999996
558,No,No,588.3124302,56520.962510000005
559,No,No,721.8081325,56375.72199
560,No,No,680.820719,43843.47412
561,No,Yes,815.4065709,12071.7625
562,No,No,1042.507112,37170.10905
563,No,Yes,663.2498681,20454.61655
564,No,Yes,1478.6185449999998,18026.4711
565,No,No,337.756754,33655.57243
566,No,Yes,1273.55072,23126.6362
567,No,No,114.17972590000001,49562.98927
568,No,No,0.0,52295.60093
569,No,Yes,1516.317689,26377.59349
570,No,Yes,898.1146731,24164.7511
571,No,No,790.5905821,48219.59447
572,No,No,0.0,29072.721489999996
573,No,No,1273.24483,49136.4742
574,No,No,1279.200448,36063.11411
575,No,Yes,732.7193808999999,14568.74741
576,Yes,No,1763.579088,46227.074539999994
577,No,Yes,1280.4184480000001,16310.905530000002
578,No,No,1529.937995,36912.8973
579,No,Yes,345.4676365,18251.49456
580,No,No,197.98940380000002,33723.98576
581,Yes,Yes,1770.969441,15975.5372
582,No,Yes,639.3719434999999,17037.0548
583,No,No,238.81464390000002,23526.710909999998
584,No,No,390.55584310000006,45338.35721
585,No,Yes,830.1715111000001,19476.58758
586,No,Yes,1378.876076,21613.57847
587,No,No,242.40344930000003,37364.42309
588,No,No,1236.547494,36211.49036
589,No,No,1063.774937,34914.27525
590,No,No,126.923179,33819.143319999996
591,No,No,758.4655012999999,38018.14569
592,No,No,908.9314586000002,68758.8784
593,No,No,558.5183423999999,46297.42541
594,No,No,1819.242333,36969.55252
595,No,Yes,1110.681744,19327.57504
596,No,No,723.2433747,43459.01185
597,No,No,972.031864,18510.946030000003
598,No,No,696.0144306,40741.42024
599,No,Yes,1178.248909,29362.604610000002
600,No,Yes,329.5585109,19371.81209
601,No,Yes,792.5292385,14546.301769999998
602,No,No,1246.037758,33691.72131
603,No,No,591.7607765,41670.25738
604,No,No,244.08113880000002,24854.249819999997
605,No,No,1038.54836,49944.86515
606,No,No,679.0745868,49488.56398
607,No,No,1061.415836,40585.221639999996
608,No,Yes,1268.240691,11914.57827
609,No,Yes,955.5336858,14736.72088
610,No,No,1115.8206300000002,27882.80926
611,No,Yes,601.1632606000001,22029.193519999997
612,No,No,1097.6000390000002,52286.43182
613,No,No,1042.783073,45982.96632
614,No,Yes,1321.443053,8624.110689
615,No,No,1052.39326,37637.65931
616,No,No,687.9517011,27604.07927
617,No,Yes,566.4605126,24828.26598
618,No,No,769.414224,35071.16654
619,No,No,955.1353421,26372.985819999998
620,No,No,643.4095265,28660.14017
621,No,No,0.0,42745.30201
622,No,No,437.6360626,45384.04745
623,No,No,1278.865642,34673.17099
624,No,No,1639.390572,30624.77593
625,No,No,891.6437373,36470.82834
626,No,Yes,316.4590483,18813.94021
627,No,No,622.9295074,48874.55577
628,No,No,107.27752679999999,42287.30286
629,No,Yes,990.5432158,12398.4906
630,No,No,0.0,45659.9957
631,No,No,0.0,33119.955330000004
632,No,No,591.2184873,35287.82458
633,No,Yes,928.0600783,21121.844830000002
634,No,No,304.59922389999997,40785.989180000004
635,No,No,235.9394977,31336.51012
636,No,Yes,1108.053518,10853.230940000001
637,No,No,687.306397,24563.757680000002
638,No,No,60.18603613,39864.86355
639,No,No,0.0,34648.9726
640,No,No,272.8932571,58730.57286
641,Yes,No,1531.716459,43930.4001
642,No,No,949.6086485,47702.57375
643,No,No,561.9161785,35080.57924
644,No,No,468.1325222,25231.346230000003
645,No,Yes,993.10817,12215.946820000001
646,No,No,0.0,31314.695089999997
647,No,Yes,759.4783692000001,12710.72092
648,No,No,1340.787209,36440.22832
649,No,Yes,1521.463396,15210.474069999998
650,No,No,133.7433443,30457.016369999998
651,Yes,No,780.1725692000001,51656.87406
652,No,No,839.9154582999998,22884.793019999997
653,No,No,913.5058729,36670.85422
654,No,No,924.8814414999999,35712.637910000005
655,No,No,1197.831505,54652.3093
656,No,No,49.2096659,30451.152860000002
657,No,No,970.7160966,48387.64862
658,No,No,783.0574005,54082.42408
659,No,Yes,465.0628886,20379.06209
660,No,No,0.0,39337.74998
661,No,Yes,732.2642676,21986.04545
662,No,No,576.0912613,37679.69859
663,No,Yes,588.9910563,16309.87545
664,No,No,863.1407178,43779.47785
665,No,No,857.575734,49675.37032
666,No,No,361.50173110000003,33674.89024
667,No,No,891.1554271,36023.08501
668,No,No,918.122206,44738.55603
669,No,No,1335.028018,21150.85594
670,No,No,421.4008433999999,39873.52174
671,No,Yes,743.6361445,18883.97151
672,No,No,773.7403724999999,41872.49476
673,No,No,731.3934722,45251.88192
674,No,No,964.1889227,36330.3946
675,No,Yes,350.01518430000004,17657.17266
676,No,No,1206.6613619999998,37125.59135
677,No,No,1051.9475730000001,52888.1851
678,No,No,454.76037069999995,45572.17248
679,No,No,932.6653074999999,42758.6007
680,No,No,535.7458465,36259.463760000006
681,No,No,241.80525219999998,41186.182810000006
682,No,No,1026.5067099999999,42042.16794
683,No,Yes,187.67988559999998,18278.83397
684,No,No,197.5383215,58646.9278
685,No,No,585.7080883,43288.40038
686,No,Yes,1947.0224010000002,12147.046409999999
687,No,No,829.5475974999999,39717.53761
688,No,No,196.9384595,35488.44888
689,No,No,591.8636190000001,31438.77601
690,No,No,0.0,39742.10546
691,No,Yes,1008.291619,11939.295259999999
692,No,Yes,1052.227478,17410.75159
693,No,No,331.6805267,49756.171010000005
694,No,No,913.1072039999999,29414.65218
695,No,Yes,561.3916122,21747.26318
696,No,No,246.95546299999998,47692.89425
697,No,No,578.9786101,46304.71748
698,No,No,557.8087771,62352.84607000001
699,No,Yes,788.2517516,10418.182859999999
700,No,No,1060.807429,39174.05636
701,No,Yes,1247.907029,19816.72014
702,No,No,1184.360723,34259.9902
703,No,No,1024.578238,33071.54992
704,No,No,1080.291656,43367.89957
705,No,No,540.2790448,26267.15635
706,No,No,1448.835465,33835.736260000005
707,No,Yes,561.1940352999999,27421.11126
708,No,No,1191.480307,30040.57215
709,No,No,565.1389875,38202.58394
710,No,No,482.9821952,35845.19283
